color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,aspect_ratio,movie_facebook_likes
Color,Kari Skogland,76,117,13,415,Kevin Zegers,5000,NA,Drama|Thriller,Jim Sturgess,Fifty Dead Men Walking ,9585,7637,Michael McElhatton,1,1980s|ira|near death experience|title directed by female|what happened to epilogue,38,English,UK,R,6000000,2008,2000,2.35,0
Color,Jason Connery,32,90,110,711,Henry Rollins,1000,NA,Action|Horror|Sci-Fi,Ray Winstone,The Devil's Tomb ,5715,3937,Jason London,4,desert|mercenary|priest|scientist|war veteran,60,English,USA,R,10000000,2009,898,1.85,486
Color,Greg Mottola,248,107,99,452,Martin Starr,17000,16025394,Comedy|Drama|Romance,Kristen Stewart,Adventureland ,131180,18983,Wendie Malick,6,amusement park|strong female character|summer job|teen movie|teenager,220,English,USA,R,NA,2009,985,1.85,0
Color,Anurag Basu,41,90,116,303,Steven Michael Quezada,594,1602466,Action|Drama|Romance|Thriller,Bárbara Mori,Kites ,9673,1836,Kabir Bedi,0,casino|desert|love|suicide|tragic event,106,English,India,NA,600000000,2010,412,NA,0
Color,Ben Younger,132,120,46,701,Nia Long,14000,16938179,Crime|Drama|Thriller,Vin Diesel,Boiler Room ,41313,17336,Herbert Russell,3,career|casino|judge|stock|stock broker,246,English,USA,R,8000000,2000,826,1.85,0
Color,NA,1,30,NA,140,Katherine Kelly Lang,177,NA,Drama|Romance,Ronn Moss,The Bold and the Beautiful ,5478,639,Hunter Tylo,0,beverly hills california|family relationships|los angeles california|soap opera,54,English,USA,TV-14,NA,NA,170,1.78,748
Color,Kevin Tancharoen,67,84,64,748,Heather Morris,2000,11860839,Documentary|Music,Lea Michele,Glee: The 3D Concert Movie ,5156,4617,Kevin McHale,0,concert|live in concert recording|live performance,21,English,USA,PG,9000000,2011,892,1.85,0
Color,André Téchiné,66,105,25,98,Ronit Elkabetz,963,2874,Drama,Catherine Deneuve,The Girl on the Train ,1219,1375,Émilie Dequenne,1,bar mitzvah|lawyer|train|wealth|wrestler,14,French,France,Unrated,NA,2009,168,2.35,120
Color,Jeremy Sims,17,122,8,59,Gyton Grantley,174,NA,Drama|History|War,Harrison Gilbertson,Beneath Hill 60 ,5741,498,Steve Le Marquand,12,blue clay|diversion|ends with biographical notes|ends with historical notes|tunnel,39,English,Australia,R,9000000,2010,109,2.35,0
Color,Mark Rydell,32,125,43,122,Frederic Forrest,563,29200000,Drama|Music|Romance,David Keith,The Rose ,6142,1097,Alan Bates,0,awol|demand|driver|drugs|roses,52,English,USA,R,8500000,1979,236,1.85,1000
Color,Roger Vadim,107,98,35,170,David Hemmings,949,NA,Adventure|Comedy|Fantasy|Sci-Fi,Jane Fonda,Barbarella ,24436,1510,Milo O'Shea,2,41st century|angel|future|laser gun|space opera,186,English,France,PG,9000000,1968,178,2.35,0
Color,Woo-Suk Kang,15,135,0,13,Sung-kee Ahn,28,NA,Action|Drama,Yu-mi Jeong,Silmido ,3290,97,Kyung-gu Sol,0,based on book|based on true story|rape|title spoken by character,17,Korean,South Korea,NA,8000000,2003,15,2.35,387
Color,Nicole Holofcener,231,93,132,216,Ben Falcone,434,17536788,Comedy|Drama|Romance,Christopher Nicholas Smith,Enough Said ,49240,1183,Michaela Watkins,2,dating|divorcee|ex husband|ex wife|party,142,English,USA,PG-13,8000000,2013,265,1.85,12000
Color,Matty Rich,7,110,10,582,Joe Morton,851,8880705,Comedy|Drama|Romance,Jada Pinkett Smith,The Inkwell ,1103,3293,Larenz Tate,0,fire|marriage|martha's vineyard|teenager|vacation,11,English,USA,R,NA,1994,780,1.85,160
Color,François Ozon,128,111,341,569,Isabelle Huppert,963,3076425,Comedy|Crime|Musical|Romance,Catherine Deneuve,8 Women ,23660,3543,Emmanuelle Béart,1,cook|industrialist|secret|snowstorm|suspect,162,French,France,R,8000000,2002,678,1.85,0
Color,John Herzfeld,30,97,17,1000,Olivia Wilde,23000,NA,Action|Crime|Thriller,Paul Walker,The Death and Life of Bobby Z ,12078,37457,Jason Flemyng,2,drug lord|on the run|prison|vegan|vegetarian,31,English,USA,R,22000000,2007,10000,2.35,0
Color,Stanley Tong,62,89,7,36,Anita Mui,186,32333860,Action|Comedy,Françoise Yip,Rumble in the Bronx ,29843,407,Garvin Cross,1,fight|gang|greed|street gang|wedding,81,Cantonese,Hong Kong,R,7500000,1995,147,2.35,0
Color,Vincent Paronnaud,242,89,10,106,Gena Rowlands,963,4443403,Animation|Biography|Drama|War,Catherine Deneuve,Persepolis ,70194,1754,Danielle Darrieux,0,dream|girl|iran|islamic revolution|revolution,158,French,France,PG-13,7300000,2007,545,1.85,14000
Color,Daniel Barber,224,97,12,641,Jack O'Connell,788,1818681,Action|Crime|Drama|Thriller,Joseph Gilgun,Harry Brown ,74435,2486,Sean Harris,1,bayonet|death|police|self defense|widower,224,English,UK,R,7300000,2009,698,2.35,0
Color,Steven Soderbergh,324,110,0,11000,Alex Pettyfer,17000,113709992,Comedy|Drama,Channing Tatum,Magic Mike ,108843,46646,Matthew McConaughey,1,bank|male nudity|male objectification|male stripper|stripper,281,English,USA,R,7000000,2012,15000,2.35,54000
Color,Bennett Miller,271,110,152,27,Michael J. Burg,22000,28747570,Biography|Crime|Drama,Philip Seymour Hoffman,Capote ,100571,22140,Kwesi Ameyaw,1,book|holcomb kansas|kansas|killer|truman capote,416,English,Canada,R,7000000,2005,68,2.35,0
Color,Robert Rodriguez,93,104,0,4000,Steve Buscemi,16000,25625110,Action|Crime|Thriller,Quentin Tarantino,Desperado ,138707,33758,Salma Hayek,0,crushed by a car|female frontal nudity|female nudity|female rear nudity|one against many,202,English,USA,R,7000000,1995,12000,1.85,0
Color,NA,54,53,NA,1000,Adam Goldberg,4000,NA,Crime|Drama|Thriller,Kirsten Dunst,Fargo ,170055,19949,Oliver Platt,0,anthology|death|insurance salesman|minnesota|police officer,173,English,USA,TV-MA,NA,NA,1000,1.78,61000
Color,Ethan Coen,341,106,1000,98,Fred Melamed,816,9190525,Comedy|Drama,Michael Stuhlbarg,A Serious Man ,102125,1120,Peter Breitmayer,1,bar mitzvah|jewish|marital breakup|nose job|rabbi,324,English,USA,R,7000000,2009,105,1.85,10000
Color,Martin Scorsese,114,164,17000,159,Barbara Hershey,883,8373585,Drama,Irvin Kershner,The Last Temptation of Christ ,39680,1934,Roberts Blossom,0,carpenter|exorcism|faith|reference to jesus christ|temptation,308,English,USA,R,7000000,1988,618,1.85,0
Color,Yash Chopra,29,192,147,397,Preity Zinta,8000,2921738,Drama|Musical|Romance,Shah Rukh Khan,Veer-Zaara ,34449,9984,Anupam Kher,0,fair|pakistan|prison|rescue|stranded,119,Hindi,India,NA,7000000,2004,860,2.35,2000
Color,Lynne Ramsay,389,112,159,77,Siobhan Fallon Hogan,3000,1738692,Drama|Thriller,Ezra Miller,We Need to Talk About Kevin ,95529,3547,Ashley Gerasimovich,0,archery|defiance|mental illness|psychopath|toilet training,301,English,UK,R,7000000,2011,294,2.35,38000
Color,Jean-Marie Poiré,16,107,8,39,Isabelle Nanty,106,700000,Comedy|Fantasy|Sci-Fi,Christian Clavier,Les visiteurs ,24438,215,Valérie Lemercier,1,distant past|future time travel|nobleman|squire|trapped in the past,78,French,France,R,50000000,1993,54,2.35,0
Color,Richard Shepard,151,93,47,13,Mark Wingett,554,518134,Comedy|Crime|Drama,Richard E. Grant,Dom Hemingway ,21243,1105,Richard Graham,2,male frontal nudity|male nudity|male rear nudity|nudity|sex scene,66,English,UK,R,NA,2013,524,2.35,0
Color,Gabriele Muccino,36,125,125,11,Silvio Muccino,60,223878,Comedy|Drama|Romance,Laura Morante,"Remember Me, My Love ",3548,132,Giulia Michelini,1,box office hit|dancer|sex scene|television|underage sex,21,Italian,Italy,R,5000000,2003,29,2.35,282
Color,Randal Kleiser,124,110,116,898,Stockard Channing,1000,181360000,Musical|Romance,Olivia Newton-John,Grease ,170027,5127,Sid Caesar,2,automobile racing|boyfriend girlfriend relationship|high school|wrestling|year 1959,350,English,USA,PG-13,6000000,1978,944,2.35,13000
Color,Michael Moore,288,122,909,282,Stevie Wonder,503,119078393,Documentary|Drama|War,Osama bin Laden,Fahrenheit 9/11 ,113152,1448,Ricky Martin,0,anti war|interview|iraq|paranoia|war on terrorism,1416,English,USA,R,6000000,2004,328,1.85,0
Color,George Roy Hill,130,110,131,399,Ted Cassidy,640,102308900,Biography|Crime|Drama|Western,Katharine Ross,Butch Cassidy and the Sundance Kid ,152089,2169,Kenneth Mars,1,bolivia|gang|outlaw|posse|train,309,English,USA,M,6000000,1969,566,2.35,0
Color,Bryan Singer,162,106,0,574,Chazz Palminteri,18000,23272306,Crime|Drama|Mystery|Thriller,Kevin Spacey,The Usual Suspects ,740918,20821,Kevin Pollak,4,criminal|dirty cop|flashback|limping|suspect,1182,English,USA,R,6000000,1995,979,2.35,28000
Color,Sammo Kam-Bo Hung,63,86,472,64,Richard Norton,472,12674183,Action|Comedy|Crime,Sammo Kam-Bo Hung,Mr. Nice Guy ,19774,773,Rachel Blakely,1,chef|cook|drugs|gang|reporter,70,English,Hong Kong,PG-13,NA,1997,155,2.35,355
Color,Brian Klugman,216,102,49,10000,Bradley Cooper,24000,11434867,Drama|Mystery|Romance|Thriller,J.K. Simmons,The Words ,59637,51355,Olivia Wilde,1,american in paris|book|love|novel|writer,130,English,USA,PG-13,6000000,2012,14000,1.85,21000
Color,Jon Knautz,12,93,10,34,Monda Scott,397,NA,Drama|Horror|Mystery|Thriller,Rachel Alig,Goddess of Love ,522,546,Alexis Kendra,0,female nudity|hallucination|sex scene|strip club|stripper,5,English,USA,NA,NA,2015,77,2.35,84
Color,Shana Feste,63,96,19,71,Zoë Kravitz,1000,115862,Drama|Romance,Jennifer Ehle,The Greatest ,7394,2163,Cara Seymour,2,car crash|loss|self help group|teenage mother|title directed by female,50,English,USA,R,6000000,2009,943,2.35,0
Color,Greg Marcks,68,85,9,407,Barbara Hershey,861,NA,Comedy|Crime|Drama,Henry Thomas,11:14 ,38273,2200,Shawn Hatosy,1,convenience store|multiple perspectives|murder|paramedic|van,133,English,USA,R,6000000,2003,618,1.85,0
Color,NA,10,240,NA,334,Blake Ritson,805,NA,Comedy|Drama|Romance,Romola Garai,Emma ,10388,2563,Rupert Evans,1,friendship|love triangle|matchmaker|naivety|opposites attract,50,English,UK,NA,NA,NA,432,1.78,0
Color,Kate Barker-Froyland,43,86,4,444,Shawn Parsons,11000,20200,Drama|Music,Anne Hathaway,Song One ,6797,12772,Li Jun Li,1,musician|number in title|recording|sibling,21,English,USA,PG-13,6000000,2014,485,NA,0
Color,Gary Sinyor,12,94,0,136,Frank Finlay,722,69582,Comedy,Sean Pertwee,Stiff Upper Lips ,867,1477,Samuel West,2,class conflict|edwardian era|england|sexual awakening|spoof,21,English,UK,R,NA,1998,338,1.85,109
Color,Gurinder Chadha,161,112,98,397,Parminder Nagra,883,32541719,Comedy|Drama|Romance|Sport,Archie Panjabi,Bend It Like Beckham ,89806,2201,Anupam Kher,0,hinduism|marriage engagement|soccer|team|tradition,438,English,UK,PG-13,3500159,2002,528,1.85,0
Color,Clint Eastwood,72,105,16000,258,Richard Bull,16000,NA,Mystery|Western,Clint Eastwood,High Plains Drifter ,36381,17599,John Hillerman,0,gravestone|gunfighter|outlaw|revenge|small town,169,English,USA,R,5500000,1973,742,2.35,0
Color,Hitoshi Matsumoto,72,99,17,16,Hitoshi Matsumoto,31,22770,Comedy|Drama,Lindsay Kay Hayward,R100 ,1658,81,Shinobu Terajima,0,coma|one word title|spitting|sushi|swimming pool,12,Japanese,Japan,Unrated,5500000,2013,17,1.85,543
Color,George Ratliff,48,96,3,38,Cree Kelly,472,27445,Action|Comedy|Drama|Thriller,Jim Gaffigan,Salvation Boulevard ,3788,561,Mike Eshaq,5,cross|doused with gasoline|pastor|security guard|shower,31,English,USA,R,9000000,2011,39,1.85,1000
Color,James Wan,318,106,0,482,Barbara Hershey,852,83574831,Fantasy|Horror|Thriller,Lin Shaye,Insidious: Chapter 2 ,109214,2975,Leigh Whannell,0,barricading a door|injection in leg|police detective|supernatural|taser,269,English,USA,PG-13,5000000,2013,618,2.35,35000
Color,Blake Edwards,33,113,688,80,Herbert Lom,462,NA,Comedy|Crime|Mystery,Burt Kwouk,The Return of the Pink Panther ,19596,971,Catherine Schell,0,clouseau|diamond|panther|pink|pink panther,73,English,UK,G,5000000,1975,278,2.35,620
Black and White,David Lynch,117,124,0,452,Anne Bancroft,12000,NA,Biography|Drama,Anthony Hopkins,The Elephant Man ,161972,13864,Dexter Fletcher,1,curiosity|exploitation|freak|hospital|physical deformity,356,English,USA,PG,5000000,1980,754,2.35,9000
Color,Nat Faxon,276,103,214,424,Liam James,7000,21501098,Comedy|Drama,Steve Carell,The Way Way Back ,115813,8375,Jim Rash,1,awkward boy|shy kid|summer|vacation|water park,216,English,USA,PG-13,5000000,2013,468,1.85,22000
Color,Fred Walton,96,89,17,85,Deborah Foreman,690,12947763,Horror|Mystery,Thomas F. Wilson,April Fool's Day ,10624,1160,Clayton Rohner,0,april fool's day|island|mansion|psycho|secret,125,English,USA,R,5000000,1986,190,2.35,0
Color,Steve Carver,29,107,8,268,William Sanderson,926,12200000,Action|Crime|Drama|Thriller|Western,David Carradine,Lone Wolf McQuade ,7973,2383,Robert Beltran,0,drugs|martial arts|texas|texas ranger|weapon,65,English,USA,PG,5000000,1983,400,1.85,0
Color,Gonzalo López-Gallego,228,86,17,205,Ryan Robbins,520,17683670,Horror|Mystery|Sci-Fi|Thriller,Warren Christie,Apollo 18 ,47227,1520,Andrew Airlie,0,cosmonaut|footprint|found footage|moon|secret mission,323,English,USA,PG-13,5000000,2011,270,1.33,0
Color,Jon Favreau,81,95,4000,334,Faizon Love,4000,5308707,Comedy|Crime|Drama|Thriller,Jon Favreau,Made ,15053,5245,Jonathan Silverman,2,friendship|loudmouth|money laundering|new york city|stripper,165,English,USA,R,5000000,2001,585,1.85,393
Color,Michael Polish,12,121,35,473,Bobby Batson,4000,4700361,Drama,Hayden Christensen,90 Minutes in Heaven ,2047,6617,Cynthia Barrett,0,heaven|hospital|praying|pronounced dead|recovery,29,English,USA,PG-13,5000000,2015,849,2.35,0
Color,Jake Kasdan,81,116,52,102,Ryan O'Neal,624,1980338,Comedy|Crime|Drama|Mystery|Thriller,Kim Dickens,Zero Effect ,12366,1209,Angela Featherstone,2,blackmail|client|private detective|private investigator|tycoon,151,English,USA,R,5000000,1998,385,1.85,507
Color,Richard Wallace,9,95,5,100,Paul Fix,197,NA,Adventure|Drama|Romance,Judith Anderson,Tycoon ,989,538,Laraine Day,1,engineer|ethics|mountain|railroad|south america,23,English,USA,Approved,3209000,1947,116,1.37,44
Color,Peter Hyams,64,130,0,826,Sam Waterston,1000,NA,Action|Sci-Fi|Thriller,David Huddleston,Capricorn One ,15988,5191,Hal Holbrook,0,astronaut|hoax|journalist|mission|nasa,153,English,USA,PG,5000000,1977,849,2.35,2000
Color,Scott Foley,13,82,0,316,Greg Grunberg,927,NA,Comedy|Crime,Donald Faison,Let's Kill Ward's Wife ,4247,2469,Dagmara Dominczyk,2,apology|death|group of friends|sex|toilet,11,English,USA,Unrated,5000000,2014,833,NA,0
Color,Tom Kalin,121,97,4,577,Elena Anaya,13000,434417,Drama,Eddie Redmayne,Savage Grace ,8867,15093,Stephen Dillane,1,incest|male nudity|older man younger woman relationship|orgasm|son murders mother,65,English,Spain,Not Rated,4600000,2007,1000,1.85,0
Color,Randal Kleiser,36,104,116,83,Christopher Atkins,1000,NA,Adventure|Drama|Romance,Brooke Shields,The Blue Lagoon ,50125,1662,Leo McKern,0,coming of age|island|poison|teenage boy|teenage girl,140,English,USA,R,4500000,1980,511,1.85,0
Color,John Huston,42,115,1000,68,Richard Basehart,232,NA,Adventure|Drama,Royal Dano,Moby Dick ,13474,588,James Robertson Justice,0,obsession|revenge|ship|whale|whaling,115,English,USA,Unrated,4500000,1956,169,1.66,0
Color,Todd Solondz,159,98,377,844,Shirley Henderson,1000,278821,Comedy|Drama,Rich Pecci,Life During Wartime ,5465,5041,Charlotte Rampling,1,forgiveness|ghost|new jersey|pedophile|three sisters,37,English,USA,R,NA,2009,887,1.85,0
Color,Peter DeLuise,5,85,358,212,Dove Cameron,19000,NA,Comedy,Katherine McNamara,R.L. Stine's Monsterville: The Cabinet of Souls ,917,20397,Braeden Lemasters,3,cabinet|carnival|halloween|soul|temptress,4,English,USA,PG,4400000,2015,570,1.78,224
Black and White,George A. Romero,284,96,0,56,Duane Jones,125,NA,Drama|Horror|Mystery,Judith O'Dea,Night of the Living Dead ,87978,403,S. William Hinzman,5,cemetery|farmhouse|radiation|running out of gas|zombie,580,English,USA,Unrated,114000,1968,108,1.85,0
Color,Cecil B. DeMille,44,152,309,132,Dorothy Lamour,232,36000000,Drama|Family|Romance,Gloria Grahame,The Greatest Show on Earth ,9456,825,Cornel Wilde,0,circus|clown|elephant trainer|trapeze|trapeze artist,107,English,USA,Not Rated,4000000,1952,178,1.37,625
Color,John Sturges,111,172,120,145,Donald Pleasence,773,NA,Adventure|Drama|History|Thriller|War,James Coburn,The Great Escape ,165638,1785,Gordon Jackson,0,digging|escape|escape attempt|prisoner|tunnel,301,English,USA,Approved,4000000,1963,742,2.35,8000
Color,Rick de Oliveira,52,96,2,0,Alan Taylor,960,3713002,Documentary,Laura Ramsey,The Real Cancun ,3611,972,Benjamin Fletcher,1,cancun mexico|mexico|spring break|vacation|wisconsin,62,English,USA,R,8000000,2003,12,1.85,131
Color,Mars Callahan,41,99,60,444,Ricky Schroder,979,562059,Drama|Thriller,Chazz Palminteri,Poolhall Junkies ,8535,3130,Ernie Reyes Jr.,4,beating|hustler|jail|money|revenge,113,English,USA,R,4000000,2002,665,1.85,872
Color,Vincenzo Natali,38,90,165,150,Angelo Tsarouchas,686,NA,Comedy|Fantasy,David Hewlett,Nothing ,5137,1298,Marie-Josée Croze,0,imagination|one word title|part animation|surrealism|virtual reality,50,English,Canada,R,NA,2003,246,2.35,688
Color,Bruce Macdonald,3,94,103,111,Cheryl Ladd,544,NA,Adventure|Biography|Drama|Romance,Rachel Hendrix,The Perfect Wave ,724,1150,Diana Vickers,1,boyfriend girlfriend relationship|friend|praying|surfing|wave,15,English,South Africa,PG,4000000,2014,476,NA,365
Color,Christopher Morris,246,97,69,106,Riz Ahmed,414,304137,Comedy|Crime|Drama,Kayvan Novak,Four Lions ,55982,1269,Alex Macqueen,0,accidental shooting|bird|crow|exploding animal|muslim,148,English,UK,R,NA,2010,365,1.85,17000
Color,Andrucha Waddington,42,115,6,24,Seu Jorge,119,NA,Drama,Fernanda Montenegro,House of Sand ,2650,222,Fernanda Torres,1,1910s|desert|dunes|goat|slave,35,Portuguese,Brazil,R,8000000,2005,69,2.35,385
Color,Sam Peckinpah,31,121,541,242,Jason Robards,575,NA,Comedy|Drama|Romance|Western,Slim Pickens,The Ballad of Cable Hogue ,6350,1970,L.Q. Jones,2,desert|partner|prostitute|stagecoach|water,62,English,USA,R,3716946,1970,372,1.85,357
Color,Louis C.K.,31,81,0,542,J.B. Smoove,560,3293258,Action|Adventure|Comedy|Musical,Wanda Sykes,Pootie Tang ,11399,2238,Robert Vaughn,0,based on sketch comedy|corporation|cult film|evil corporation|sex,131,English,USA,PG-13,3000000,2001,555,1.85,0
Color,Anthony C. Ferrante,139,97,48,689,John Heard,984,NA,Horror,Ian Ziering,Sharknado ,34532,3075,Cassandra Scerbo,0,cult film|hurricane|school bus|shark|shark feature,236,English,USA,TV-14,1000000,2013,697,1.78,93000
Color,Spike Lee,53,115,0,360,Cedric the Entertainer,1000,38168022,Comedy|Documentary,Bernie Mac,The Original Kings of Comedy ,4687,1964,Steve Harvey,0,backstage|comedian|concert film|emcee|stand up comedian,83,English,USA,R,3000000,2000,436,1.85,290
Color,Scott Derrickson,411,110,301,412,Victoria Leigh,1000,48056940,Horror|Mystery,Danielle Kotch,Sinister ,155153,2239,James Ransone,0,book|found footage|research|snuff film|writer,524,English,USA,R,3000000,2012,419,2.35,58000
Color,Michael Schultz,7,97,78,77,LisaGay Hamilton,685,NA,Comedy|Drama|Music,Blair Underwood,Krush Groove ,1361,1163,Bobby Brown,0,actress shares first name with character|bar|car wash|city|d.j.,16,English,USA,R,3000000,1985,178,NA,889
Color,NA,10,173,NA,476,Colm Feore,723,NA,Horror|Sci-Fi|Thriller,Craig T. Nelson,Creature ,2011,3149,Megalyn Echikunwoke,3,author cameo|family relationships|island|monster|two part tv movie,33,English,USA,NA,NA,NA,539,1.78,518
Color,Bobby Roth,1,120,40,249,Aaron Ashmore,912,NA,Drama|Family|Music,Virginia Madsen,Brave New Girl ,758,2330,Lindsey Haun,2,based on a book|based on a novel|made for tv movie|music school|support,27,English,USA,PG-13,NA,2004,750,NA,47
Color,Jason Alexander,20,97,700,56,Patti LuPone,599,39852,Comedy|Drama,Gretchen Mol,Just Looking ,1238,1030,Peter Onorati,1,1955 chevrolet|nurse|peeping tom|reference to brooklyn dodgers|spying,25,English,USA,R,3000000,1999,325,1.85,117
Black and White,Billy Wilder,181,120,0,102,Joe E. Brown,105,25000000,Comedy|Music|Romance,Nehemiah Persoff,Some Like It Hot ,175196,527,George Raft,2,all girl band|band|cross dressing|musician|yacht,350,English,USA,Not Rated,2883848,1959,103,1.66,10000
Color,Tom Hanks,75,149,15000,982,Charlize Theron,15000,25809813,Comedy|Drama|Music,Tom Hanks,That Thing You Do! ,50311,28713,Ethan Embry,6,band|drummer|jazz|pennsylvania|song,212,English,USA,PG,26000000,1996,9000,1.37,0
Color,Carmen Marron,8,105,29,76,Aimee Garcia,847,178739,Drama|Musical,Jossara Jinaro,Go for It! ,1015,1668,Rene Rosado,0,exclamation point in title|imperative in title|punctuation in title|three word title,10,English,USA,PG-13,2450000,2011,618,1.85,566
Color,Mario Van Peebles,12,95,535,608,Cinda McCain,1000,27012,Drama,Tom Skerritt,Redemption Road ,440,3586,Luke Perry,4,death of loved one|loss of father|loss of loved one|musician|singer,9,English,USA,PG-13,NA,2010,646,2.35,279
Color,Rita Merson,5,97,5,782,James Wolk,3000,NA,Comedy|Music|Romance,Ryan Guzman,Always Woodstock ,485,6085,Jason Ritter,5,claim in title|contraction in title|new york|new york city|woodstock,6,English,USA,NA,2400000,2014,938,NA,107
Color,Jon Knautz,95,90,10,42,Daniel Kash,371,NA,Action|Comedy|Horror,Rachel Skarsten,Jack Brooks: Monster Slayer ,5187,558,Stefanie Drummond,2,cult film|demon|monster slayer|uncle|vomiting,46,English,Canada,R,2500000,2007,52,1.85,870
Color,Larry Clark,76,115,184,551,Nick Stahl,730,510092,Biography|Crime|Drama,Kelli Garner,Bully ,29424,3293,Brad Renfro,0,cruelty|friend|male frontal nudity|male nudity|pubic hair,336,English,USA,R,NA,2001,648,1.85,0
Color,Neil Mcenery-West,33,77,0,260,Michael Chapman,846,NA,Horror|Sci-Fi|Thriller,Walter Hendrix III,Containment ,1355,2044,Louise Brealey,0,hazmat suit,21,English,UK,NA,NA,2015,366,NA,275
Color,Chia-Liang Liu,77,102,32,75,Anita Mui,483,11546543,Action|Comedy,Andy Lau,The Legend of Drunken Master ,34520,768,Ho-Sung Pak,1,battle|fight|fighting|martial artist|snake,146,Cantonese,Hong Kong,R,2000000,1994,147,2.35,0
Color,Florian Henckel von Donnersmarck,215,137,207,155,Ulrich Mühe,380,11284657,Drama|Thriller,Sebastian Koch,The Lives of Others ,259379,927,Martina Gedeck,3,east germany|police|secret police|stasi|writer,407,German,Germany,R,2000000,2006,284,2.35,39000
Color,Shari Springer Berman,180,101,30,92,James Urbaniak,14000,6003587,Biography|Comedy|Drama,Josh Hutcherson,American Splendor ,41999,14412,Daniel Tay,0,1980s|comic book|dark horse comics|reference to david letterman|robert crumb,226,English,USA,R,NA,2003,119,1.85,0
Color,Jerry Jameson,39,97,5,349,Leonor Varela,1000,2557668,Crime|Drama|Thriller,David Oyelowo,Captive ,3911,2739,Sydelle Noel,1,auto theft|based on true story|drug addict|kidnapping|violence,22,English,USA,PG-13,2000000,2015,426,1.85,0
Color,NA,8,22,NA,344,Amy Sedaris,459,NA,Comedy,Stephen Colbert,Strangers with Candy ,4181,1359,Maria Thayer,3,alternative comedy|female protagonist|high school|social satire|three word title,62,English,USA,TV-14,NA,NA,396,4,558
Black and White,Shane Meadows,44,96,222,20,Annette Badland,5000,NA,Comedy|Drama|Romance|Sport,Bob Hoskins,24 7: Twenty Four Seven ,2081,5535,Karl Collins,2,fight|gang|hiking|wales|working class,21,English,UK,R,NA,1997,497,1.85,224
Color,Catherine Hardwicke,18,99,308,395,James Kyson,638,2843,Thriller,Frances Fisher,Plush ,2895,2341,Marlene Forte,2,gay interest|guitarist|obsessed fan|seduction|sex scene,24,English,USA,R,NA,2013,449,1.78,604
Color,Phil Claydon,107,88,6,161,James Corden,513,NA,Action|Comedy|Fantasy|Horror,MyAnna Buring,Vampire Killers ,17296,1593,Silvia Colloca,3,blood|breasts|female nudity|lesbian|vampire,91,English,UK,R,NA,2009,480,2.35,0
Color,Colin Minihan,116,92,6,103,Sean Rogerson,253,NA,Horror,Mackenzie Gray,Grave Encounters ,40380,762,Ashleigh Gryzko,0,ghost|ghost hunting|labyrinth|paranormal|reality show,235,English,Canada,Not Rated,100000,2011,113,1.78,0
Color,Woody Allen,40,82,11000,167,Charlotte Rae,11000,NA,Comedy,Woody Allen,Bananas ,27646,11700,Louise Lasser,3,fictitious country|latin america|president|rebellion|reference to fidel castro,105,English,USA,GP,2000000,1971,430,1.37,0
Color,William Kaufman,23,90,58,164,Mike 'The Miz' Mizanin,405,NA,Action|Thriller,Paul McGillion,The Marine 4: Moving Target ,2032,1204,David Lewis,2,killed in police car|mercenary|police officer shot in the leg|police officer shot through the heart|whistleblower,15,English,USA,R,1950000,2015,217,1.78,620
Color,Remo,15,160,168,71,Remo,733,95236,Drama|Musical,Lauren Gottlieb,ABCD (Any Body Can Dance) ,5018,1182,Prabhudheva,3,NA,38,Hindi,India,Not Rated,NA,2013,168,NA,1000
Color,Corey Grant,4,111,21,685,Essence Atkins,761,NA,Comedy|Drama,Christian Keyes,Dysfunctional Friends ,686,4306,Tatyana Ali,13,ex boyfriend ex girlfriend relationship|gossip|inheritance|mansion|reference to howard university,8,English,USA,Not Rated,1800000,2012,713,1.85,569
Color,Steven R. Monroe,225,105,68,374,Chad Lindberg,635,92401,Horror|Thriller,Sarah Butler,I Spit on Your Grave ,56402,2423,Daniel Franzese,0,horror movie remake|rape|rape and revenge|rape victim|revenge,209,English,USA,R,2000000,2010,445,2.35,17000
Color,Mark Illsley,77,98,3,327,Illeana Douglas,349,1943649,Comedy|Crime|Romance,Ally Walker,"Happy, Texas ",8697,2095,Jeremy Northam,3,banker|beauty pageant|escaped convict|gay|pageant,122,English,USA,PG-13,1700000,1999,347,1.85,374
Color,Sally Potter,76,100,87,420,Joan Allen,887,396035,Drama|Romance,Shirley Henderson,Yes ,2725,2721,Stephanie Leonidas,0,beach|lebanese|loss|muslim|restaurant,48,English,UK,R,1000000,2004,805,1.85,305
Color,David M. Matthews,5,NA,8,394,Lamman Rucker,713,2592808,Crime|Drama|Thriller,Essence Atkins,N-Secure ,548,3137,Tempestt Bledsoe,5,betrayal|family relationships|insecurity|murder|passive aggression,15,English,USA,R,NA,2010,607,2.35,588
